ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,kvcache_bytes
38912,38912,485.68,128,47.27,559580556
40960,2048,461.55,128,47.23,587769228
43008,2048,460.59,128,47.10,615957900
45056,2048,459.57,128,45.82,644146572
47104,2048,457.98,128,45.68,672335244
49152,2048,456.88,128,44.09,700523916
51200,2048,451.63,128,43.80,728712588
